dataset,trained_dataset,model,checkpoint,checkpoint_iteration,test_split,short_edge,images,mse,psnr,ssim,time_ms
flickr2k,adobe5kA,CAN32+AN,model_runs/adobe5kA/CAN32+AN/CAN32+AN_final.pt,,data_splits/flickr2k/test_split.txt,1080,1325,0.041336704045534134,13.836640357971191,0.6375458836555481,70.71817558891368
